"subject","age","sex","spain","spanish","consent","type","trial","exp","item","dependency","length","rating","z.score.rating"
"S3",24,"female","yes","yes","yes","filler_gram","94","filler",NA,NA,NA,"1",-1.11116229224502
"S3",24,"female","yes","yes","yes","filler_gram","95","filler",NA,NA,NA,"7",1.07323866452334
"S3",24,"female","yes","yes","yes","local_long","96","exp","13","local","long","7",1.07323866452334
"S4",40,"male","yes","yes","yes","filler_ungram","1","filler",NA,NA,NA,"3",-0.424334212395753
"S4",40,"male","yes","yes","yes","filler_ungram","2","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_ungram","3","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","local_long","4","exp","21","local","long","5",0.501485887376799
"S4",40,"male","yes","yes","yes","filler_gram","5","filler",NA,NA,NA,"7",1.42730598714935
"S4",40,"male","yes","yes","yes","filler_ungram","6","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","filler_gram","7","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","8","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","local_long","9","exp","13","local","long","6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","filler_ungram","11","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","wh_short","12","exp","8","wh","short","5",0.501485887376799
"S4",40,"male","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_gram","14","filler",NA,NA,NA,"4",0.038575837490523
"S4",40,"male","yes","yes","yes","filler_ungram","15","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","wh_short","16","exp","24","wh","short","5",0.501485887376799
"S4",40,"male","yes","yes","yes","filler_ungram","17","filler",NA,NA,NA,"4",0.038575837490523
"S4",40,"male","yes","yes","yes","filler_gram","18","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","19","filler",NA,NA,NA,"3",-0.424334212395753
"S4",40,"male","yes","yes","yes","filler_ungram","20","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","wh_short","21","exp","20","wh","short","1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_ungram","22","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","filler_ungram","23","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_ungram","24","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","local_long","25","exp","5","local","long","6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","26","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","27","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","28","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","wh_long","29","exp","6","wh","long","3",-0.424334212395753
"S4",40,"male","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_gram","31","filler",NA,NA,NA,"7",1.42730598714935
"S4",40,"male","yes","yes","yes","filler_gram","32","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","wh_long","33","exp","2","wh","long","6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_gram","34","filler",NA,NA,NA,"4",0.038575837490523
"S4",40,"male","yes","yes","yes","filler_ungram","35","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","filler_ungram","36","filler",NA,NA,NA,"3",-0.424334212395753
"S4",40,"male","yes","yes","yes","local_long","37","exp","1","local","long","7",1.42730598714935
"S4",40,"male","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","filler_gram","39","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","local_short","40","exp","15","local","short","7",1.42730598714935
"S4",40,"male","yes","yes","yes","filler_ungram","41","filler",NA,NA,NA,"4",0.038575837490523
"S4",40,"male","yes","yes","yes","filler_ungram","42","filler",NA,NA,NA,"7",1.42730598714935
"S4",40,"male","yes","yes","yes","filler_ungram","43","filler",NA,NA,NA,"3",-0.424334212395753
"S4",40,"male","yes","yes","yes","local_short","44","exp","3","local","short","3",-0.424334212395753
"S4",40,"male","yes","yes","yes","filler_gram","45","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","46","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_gram","47","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","local_short","48","exp","23","local","short","5",0.501485887376799
"S4",40,"male","yes","yes","yes","filler_gram","49","filler",NA,NA,NA,"5",0.501485887376799
"S4",40,"male","yes","yes","yes","filler_gram","50","filler",NA,NA,NA,"5",0.501485887376799
"S4",40,"male","yes","yes","yes","filler_ungram","51","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","local_short","52","exp","11","local","short","6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"3",-0.424334212395753
"S4",40,"male","yes","yes","yes","filler_gram","54","filler",NA,NA,NA,"5",0.501485887376799
"S4",40,"male","yes","yes","yes","filler_ungram","55","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","wh_short","56","exp","4","wh","short","6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","57","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","filler_ungram","58","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_gram","59","filler",NA,NA,NA,"5",0.501485887376799
"S4",40,"male","yes","yes","yes","wh_long","60","exp","22","wh","long","6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","61","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_ungram","62","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","filler_ungram","63","filler",NA,NA,NA,"4",0.038575837490523
"S4",40,"male","yes","yes","yes","wh_long","64","exp","14","wh","long","3",-0.424334212395753
"S4",40,"male","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_gram","66","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","filler_gram","67","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","wh_short","68","exp","16","wh","short","6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_gram","69","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_gram","71","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","local_long","72","exp","17","local","long","6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","73","filler",NA,NA,NA,"5",0.501485887376799
"S4",40,"male","yes","yes","yes","filler_gram","74","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","75","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","wh_short","76","exp","12","wh","short","6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","78","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_gram","79","filler",NA,NA,NA,"2",-0.887244262282028
"S4",40,"male","yes","yes","yes","filler_ungram","80","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","local_short","81","exp","19","local","short","1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_gram","82","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_gram","83","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","84","filler",NA,NA,NA,"5",0.501485887376799
"S4",40,"male","yes","yes","yes","local_short","85","exp","7","local","short","5",0.501485887376799
"S4",40,"male","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_ungram","88","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","local_long","89","exp","9","local","long","5",0.501485887376799
"S4",40,"male","yes","yes","yes","filler_gram","90","filler",NA,NA,NA,"6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","91","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_gram","92","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","wh_long","93","exp","18","wh","long","6",0.964395937263075
"S4",40,"male","yes","yes","yes","filler_ungram","94","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","filler_ungram","95","filler",NA,NA,NA,"1",-1.3501543121683
"S4",40,"male","yes","yes","yes","wh_long","96","exp","10","wh","long","6",0.964395937263075
"S5",23,"female","yes","yes","yes","filler_ungram","1","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_gram","2","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","wh_long","3","exp","1","wh","long","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","4","filler",NA,NA,NA,"5",0.251966231174634
"S5",23,"female","yes","yes","yes","filler_ungram","5","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","6","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","7","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","wh_long","8","exp","5","wh","long","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_gram","9","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_gram","10","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","wh_long","11","exp","17","wh","long","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_gram","12","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_gram","14","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","wh_short","15","exp","19","wh","short","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","16","filler",NA,NA,NA,"3",-0.429407239044095
"S5",23,"female","yes","yes","yes","filler_gram","17","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","18","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_gram","19","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","wh_long","20","exp","13","wh","long","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","21","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","22","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_gram","23","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","local_long","24","exp","20","local","long","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","25","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","26","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_gram","27","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","local_short","28","exp","10","local","short","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","29","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_gram","31","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","local_short","32","exp","18","local","short","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_gram","33","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","34","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","35","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","wh_short","36","exp","23","wh","short","1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","37","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_gram","38","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","wh_short","39","exp","7","wh","short","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_gram","40","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","41","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","42","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","local_long","43","exp","16","local","long","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","44","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","45","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","46","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","wh_short","47","exp","3","wh","short","5",0.251966231174634
"S5",23,"female","yes","yes","yes","filler_ungram","48","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_gram","49","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_gram","50","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","local_short","51","exp","14","local","short","6",0.592652966283998
"S5",23,"female","yes","yes","yes","filler_ungram","52","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","54","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","local_long","55","exp","12","local","long","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","56","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","57","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","58","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","wh_short","59","exp","15","wh","short","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","60","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","61","filler",NA,NA,NA,"6",0.592652966283998
"S5",23,"female","yes","yes","yes","filler_gram","62","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","local_long","63","exp","24","local","long","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_gram","64","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","66","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","wh_short","67","exp","11","wh","short","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_gram","68","filler",NA,NA,NA,"7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","69","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_gram","70","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","wh_long","71","exp","9","wh","long","1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","72","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","73","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","local_long","75","exp","8","local","long","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","76","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","78","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","79","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","wh_long","80","exp","21","wh","long","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","81","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","82","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","83","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","local_short","84","exp","2","local","short","7",0.933339701393363
"S5",23,"female","yes","yes","yes","filler_ungram","85","filler",NA,NA,NA,"1",-1.11078070926282
"S5",23,"female","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"7",0.933339701393363
